RegionSegment,RegionSegmentEndUse,Region,Segment,End Use,Construction Vintage,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041
SCLMultifamily - High Rise,SCLMultifamily - High RiseMicrowave,SCL,Multifamily - High Rise,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMicrowave,SCL,Multifamily - High Rise Low Income,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseMicrowave,SCL,Multifamily - Low Rise,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeMicrowave,SCL,Multifamily - Low Rise Low Income,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseMicrowave,SCL,Multifamily - Mid Rise,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeMicrowave,SCL,Multifamily - Mid Rise Low Income,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyMicrowave,SCL,Single Family,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeMicrowave,SCL,Single Family Low Income,Microwave,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseMonitor,SCL,Multifamily - High Rise,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMonitor,SCL,Multifamily - High Rise Low Income,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseMonitor,SCL,Multifamily - Low Rise,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeMonitor,SCL,Multifamily - Low Rise Low Income,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseMonitor,SCL,Multifamily - Mid Rise,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeMonitor,SCL,Multifamily - Mid Rise Low Income,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyMonitor,SCL,Single Family,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeMonitor,SCL,Single Family Low Income,Monitor,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseMultifunction Device,SCL,Multifamily - High Rise,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeMultifunction Device,SCL,Multifamily - High Rise Low Income,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseMultifunction Device,SCL,Multifamily - Low Rise,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeMultifunction Device,SCL,Multifamily - Low Rise Low Income,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseMultifunction Device,SCL,Multifamily - Mid Rise,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeMultifunction Device,SCL,Multifamily - Mid Rise Low Income,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyMultifunction Device,SCL,Single Family,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeMultifunction Device,SCL,Single Family Low Income,Multifunction Device,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseOther,SCL,Multifamily - High Rise,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeOther,SCL,Multifamily - High Rise Low Income,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseOther,SCL,Multifamily - Low Rise,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeOther,SCL,Multifamily - Low Rise Low Income,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseOther,SCL,Multifamily - Mid Rise,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeOther,SCL,Multifamily - Mid Rise Low Income,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyOther,SCL,Single Family,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeOther,SCL,Single Family Low Income,Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RisePlug Load Other,SCL,Multifamily - High Rise,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePlug Load Other,SCL,Multifamily - High Rise Low Income,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RisePlug Load Other,SCL,Multifamily - Low Rise,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomePlug Load Other,SCL,Multifamily - Low Rise Low Income,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RisePlug Load Other,SCL,Multifamily - Mid Rise,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomePlug Load Other,SCL,Multifamily - Mid Rise Low Income,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyPlug Load Other,SCL,Single Family,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomePlug Load Other,SCL,Single Family Low Income,Plug Load Other,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyPool Pump,SCL,Single Family,Pool Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomePool Pump,SCL,Single Family Low Income,Pool Pump,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RisePrinter,SCL,Multifamily - High Rise,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomePrinter,SCL,Multifamily - High Rise Low Income,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RisePrinter,SCL,Multifamily - Low Rise,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomePrinter,SCL,Multifamily - Low Rise Low Income,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RisePrinter,SCL,Multifamily - Mid Rise,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomePrinter,SCL,Multifamily - Mid Rise Low Income,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyPrinter,SCL,Single Family,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomePrinter,SCL,Single Family Low Income,Printer,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseRefrigerator,SCL,Multifamily - High Rise,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeRefrigerator,SCL,Multifamily - High Rise Low Income,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseRefrigerator,SCL,Multifamily - Low Rise,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeRefrigerator,SCL,Multifamily - Low Rise Low Income,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseRefrigerator,SCL,Multifamily - Mid Rise,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeRefrigerator,SCL,Multifamily - Mid Rise Low Income,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyRefrigerator,SCL,Single Family,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeRefrigerator,SCL,Single Family Low Income,Refrigerator,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseSet Top Box,SCL,Multifamily - High Rise,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeSet Top Box,SCL,Multifamily - High Rise Low Income,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseSet Top Box,SCL,Multifamily - Low Rise,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeSet Top Box,SCL,Multifamily - Low Rise Low Income,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseSet Top Box,SCL,Multifamily - Mid Rise,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeSet Top Box,SCL,Multifamily - Mid Rise Low Income,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilySet Top Box,SCL,Single Family,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeSet Top Box,SCL,Single Family Low Income,Set Top Box,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseTelevision,SCL,Multifamily - High Rise,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeTelevision,SCL,Multifamily - High Rise Low Income,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseTelevision,SCL,Multifamily - Low Rise,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeTelevision,SCL,Multifamily - Low Rise Low Income,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseTelevision,SCL,Multifamily - Mid Rise,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeTelevision,SCL,Multifamily - Mid Rise Low Income,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyTelevision,SCL,Single Family,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeTelevision,SCL,Single Family Low Income,Television,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseVentilation - Air,SCL,Multifamily - High Rise,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeVentilation - Air,SCL,Multifamily - High Rise Low Income,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseVentilation - Air,SCL,Multifamily - Low Rise,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeVentilation - Air,SCL,Multifamily - Low Rise Low Income,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseVentilation - Air,SCL,Multifamily - Mid Rise,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeVentilation - Air,SCL,Multifamily - Mid Rise Low Income,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyVentilation - Air,SCL,Single Family,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeVentilation - Air,SCL,Single Family Low Income,Ventilation - Air,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseWaste Water,SCL,Multifamily - High Rise,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWaste Water,SCL,Multifamily - High Rise Low Income,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWaste Water,SCL,Multifamily - Low Rise,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeWaste Water,SCL,Multifamily - Low Rise Low Income,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWaste Water,SCL,Multifamily - Mid Rise,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeWaste Water,SCL,Multifamily - Mid Rise Low Income,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyWaste Water,SCL,Single Family,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family Low Income,SCLSingle Family Low IncomeWaste Water,SCL,Single Family Low Income,Waste Water,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise,SCLMultifamily - High RiseWater Heat GT 55 Gal,SCL,Multifamily - High Rise,Water Heat GT 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - High Rise Low Income,Water Heat GT 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWater Heat GT 55 Gal,SCL,Multifamily - Low Rise,Water Heat GT 55 Gal,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - Low Rise Low Income,Water Heat GT 55 Gal,New,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWater Heat GT 55 Gal,SCL,Multifamily - Mid Rise,Water Heat GT 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeWater Heat GT 55 Gal,SCL,Multifamily - Mid Rise Low Income,Water Heat GT 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyWater Heat GT 55 Gal,SCL,Single Family,Water Heat GT 55 Gal,New,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
SCLSingle Family Low Income,SCLSingle Family Low IncomeWater Heat GT 55 Gal,SCL,Single Family Low Income,Water Heat GT 55 Gal,New,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
SCLMultifamily - High Rise,SCLMultifamily - High RiseWater Heat LE 55 Gal,SCL,Multifamily - High Rise,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - High Rise Low Income,SCLMultifamily - High Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - High Rise Low Income,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise,SCLMultifamily - Low RiseWater Heat LE 55 Gal,SCL,Multifamily - Low Rise,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Low Rise Low Income,SCLMultifamily - Low Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - Low Rise Low Income,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise,SCLMultifamily - Mid RiseWater Heat LE 55 Gal,SCL,Multifamily - Mid Rise,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLMultifamily - Mid Rise Low Income,SCLMultifamily - Mid Rise Low IncomeWater Heat LE 55 Gal,SCL,Multifamily - Mid Rise Low Income,Water Heat LE 55 Gal,New,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SCLSingle Family,SCLSingle FamilyWater Heat LE 55 Gal,SCL,Single Family,Water Heat LE 55 Gal,New,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159
SCLSingle Family Low Income,SCLSingle Family Low IncomeWater Heat LE 55 Gal,SCL,Single Family Low Income,Water Heat LE 55 Gal,New,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159,0.637681159
